0,307,3588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3,255,1.00,0.00,0.33,0.01,0.00,0.00,0.00,0.00,tcp,http,SF
0,703,480,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.00,0.00,0.00,0.00,1.00,0.00,1.00,27,129,0.19,0.07,0.04,0.02,0.00,0.00,0.00,0.04,tcp,smtp,SF
0,1515,372,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0.00,0.00,0.00,0.00,1.00,0.00,0.80,109,125,0.60,0.07,0.01,0.02,0.00,0.01,0.00,0.00,tcp,smtp,SF
40,127,9175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,146,2,0.01,0.05,0.01,0.00,0.00,0.00,0.01,0.50,tcp,telnet,SF
1,907,342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.00,0.00,0.00,0.00,1.00,0.00,1.00,37,200,0.46,0.08,0.03,0.01,0.00,0.00,0.00,0.00,tcp,smtp,SF
0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0.00,0.00,0.00,0.00,0.10,0.10,0.00,255,14,0.05,0.01,0.05,0.00,0.00,0.00,0.00,0.00,icmp,urp_i,SF
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,57,251,1.00,0.00,0.02,0.09,0.00,0.00,1.00,0.99,tcp,http,REJ
0,296,1761,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,20,0.00,0.00,0.00,0.00,1.00,0.00,0.10,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,tcp,http,SF
0,217,7536,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,15,0.00,0.00,0.00,0.00,1.00,0.00,0.13,40,255,1.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,tcp,http,SF
0,45,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,161,0.00,0.00,0.00,0.00,0.99,0.03,0.02,255,200,0.78,0.02,0.00,0.00,0.00,0.00,0.00,0.00,udp,domain_u,SF
0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,206,0.00,0.00,0.00,0.00,1.00,0.00,0.01,255,255,1.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,udp,domain_u,SF
0,1046,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,1.00,9,16,1.00,0.00,0.11,0.12,0.00,0.00,0.00,0.00,tcp,smtp,SF
0,46,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,143,0.00,0.00,0.00,0.00,0.99,0.01,0.00,255,254,1.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,udp,domain_u,SF
0,258,5384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,244,0.96,0.02,0.00,0.00,0.00,0.00,0.00,0.00,tcp,http,SF
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,1.00,1.00,0.00,0.00,0.02,0.09,0.00,255,20,0.08,0.05,0.00,0.00,1.00,1.00,0.00,0.00,tcp,private,S0
0,768,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.00,0.00,0.00,0.00,1.00,0.00,0.00,16,14,0.88,0.12,0.88,0.00,0.00,0.00,0.00,0.00,tcp,ftp_data,SF
0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udp,domain_u,SF
0,45,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,152,0.00,0.00,0.00,0.00,1.00,0.00,0.01,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,udp,domain_u,SF
0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,8,58,0.62,0.25,0.62,0.05,0.00,0.00,0.00,0.00,tcp,ftp_data,SF
0,245,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.50,1.00,0.00,2,2,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,tcp,ftp_data,SF
0,3188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,74,0.29,0.02,0.29,0.00,0.00,0.00,0.04,0.00,tcp,ftp_data,SF
0,227,2730,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,30,255,1.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,tcp,http,SF
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,15,1.00,1.00,0.00,0.00,0.06,0.08,0.00,255,15,0.06,0.08,0.00,0.00,1.00,1.00,0.00,0.00,tcp,private,S0
0,294,438,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,19,0.00,0.00,0.00,0.00,1.00,0.00,0.11,12,255,1.00,0.00,0.08,0.02,0.00,0.01,0.00,0.00,tcp,http,SF
0,249,1112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.00,0.00,0.00,0.00,1.00,0.00,0.00,143,255,1.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,tcp,http,SF
0,156,2113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5,255,1.00,0.00,0.20,0.08,0.00,0.00,0.00,0.00,tcp,http,SF
0,222,866,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.00,0.00,0.00,0.00,1.00,0.00,0.00,56,255,1.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,tcp,http,SF
0,201,2189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0.00,0.00,0.00,0.00,1.00,0.00,0.62,2,255,1.00,0.00,0.50,0.01,0.00,0.00,0.00,0.00,tcp,http,SF
0,335,2140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,tcp,http,SF
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,12,1.00,1.00,0.00,0.00,0.04,0.05,0.00,255,13,0.05,0.08,0.00,0.00,1.00,1.00,0.00,0.00,tcp,ctf,S0
0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,227,225,0.99,0.01,0.00,0.00,0.00,0.00,0.00,0.00,udp,domain_u,SF
0,238,2225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,tcp,http,SF
0,216,622,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,19,0.00,0.00,0.00,0.00,1.00,0.00,0.11,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,tcp,http,SF
5,105,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,233,0.91,0.01,0.02,0.00,0.00,0.00,0.00,0.00,udp,private,SF
0,223,366,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,15,0.00,0.00,0.00,0.00,1.00,0.00,0.13,134,250,1.00,0.00,0.01,0.09,0.00,0.00,0.22,0.37,tcp,http,SF
0,178,8541,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,243,0.95,0.01,0.00,0.00,0.00,0.00,0.00,0.00,tcp,http,SF
0,46,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,203,0.00,0.00,0.00,0.00,1.00,0.00,0.02,193,196,0.79,0.02,0.70,0.01,0.00,0.00,0.07,0.00,udp,domain_u,SF
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,7,1.00,1.00,0.00,0.00,0.03,0.07,0.00,255,7,0.03,0.09,0.00,0.00,1.00,1.00,0.00,0.00,tcp,nntp,S0
0,1600,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,1,0.00,0.00,0.00,0.00,0.04,0.08,0.00,90,197,0.94,0.02,0.01,0.01,0.00,0.00,0.00,0.00,tcp,smtp,SF
0,297,1828,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,tcp,http,SF
0,911,389,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.00,0.00,0.00,0.00,1.00,0.00,1.00,255,28,0.11,0.02,0.00,0.00,0.81,0.00,0.00,0.00,tcp,smtp,SF
0,200,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,0.00,0.00,0.00,0.00,1.00,0.00,0.29,234,255,1.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,tcp,http,SF
4,1039,335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,41,112,0.98,0.05,0.02,0.02,0.00,0.00,0.00,0.00,tcp,smtp,SF
0,286,915,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,39,0.00,0.00,0.00,0.00,1.00,0.00,0.05,85,255,1.00,0.00,0.01,0.03,0.00,0.01,0.00,0.00,tcp,http,SF
0,202,1449,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.00,0.00,0.00,0.00,1.00,0.00,0.00,75,255,1.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,tcp,http,SF
0,44,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,186,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,236,0.93,0.01,0.00,0.00,0.00,0.00,0.00,0.00,udp,domain_u,SF
0,238,191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.00,0.00,0.00,0.00,1.00,0.00,0.00,9,255,1.00,0.00,0.11,0.05,0.00,0.00,0.00,0.00,tcp,http,SF
820,147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,1,0.00,0.45,0.86,0.00,0.00,0.00,0.00,0.00,udp,other,SF
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,3,1.00,1.00,0.00,0.00,0.01,0.06,0.00,255,19,0.07,0.07,0.00,0.00,1.00,1.00,0.00,0.00,tcp,supdup,S0
0,220,867,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,42,0.00,0.00,0.00,0.00,1.00,0.00,0.07,237,255,1.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,tcp,http,SF
0,285,1635,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.00,0.00,0.00,0.00,1.00,0.00,0.00,7,255,1.00,0.00,0.14,0.04,0.00,0.00,0.00,0.00,tcp,http,SF
0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0.00,0.00,0.00,0.00,1.00,0.00,0.20,255,231,0.91,0.01,0.00,0.00,0.00,0.00,0.00,0.00,udp,domain_u,SF
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.00,0.00,1.00,1.00,0.50,1.00,0.00,255,1,0.00,0.99,0.98,0.00,0.00,0.00,0.98,1.00,tcp,private,REJ
0,323,866,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.00,0.00,0.00,0.00,1.00,0.00,0.00,85,255,1.00,0.00,0.01,0.03,0.00,0.00,0.00,0.00,tcp,http,SF
0,276,602,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,0.00,0.00,0.00,0.00,1.00,0.00,0.23,20,255,1.00,0.00,0.05,0.01,0.00,0.00,0.00,0.00,tcp,http,SF
0,339,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,tcp,http,SF
0,2555,639,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,125,0.49,0.02,0.00,0.00,0.60,0.64,0.00,0.00,tcp,smtp,SF
0,304,1010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,29,0.00,0.00,0.00,0.00,1.00,0.00,0.00,74,255,1.00,0.00,0.01,0.05,0.00,0.00,0.00,0.00,tcp,http,SF
0,286,4673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,31,0.00,0.00,0.00,0.00,1.00,0.00,0.10,68,255,1.00,0.00,0.01,0.02,0.00,0.00,0.00,0.00,tcp,http,SF
0,356,1805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,23,0.00,0.00,0.00,0.00,1.00,0.00,0.17,147,255,1.00,0.00,0.01,0.02,0.00,0.00,0.02,0.03,tcp,http,SF
24,326,1054,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,166,42,0.25,0.03,0.01,0.00,0.00,0.00,0.01,0.02,tcp,ftp,SF
1,1183,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.00,0.00,0.00,0.00,1.00,0.00,1.00,143,136,0.35,0.04,0.01,0.01,0.00,0.00,0.01,0.00,tcp,smtp,SF
0,289,486,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,38,0.00,0.00,0.00,0.00,1.00,0.00,0.11,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,tcp,http,SF
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,20,1.00,1.00,0.00,0.00,0.08,0.06,0.00,255,1,0.00,0.08,0.00,0.00,1.00,1.00,0.00,0.00,tcp,private,S0
28,1083,3081,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,60,0.24,0.02,0.00,0.00,0.00,0.00,0.00,0.00,tcp,ftp,SF
0,286,622,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,28,0.00,0.00,0.00,0.00,1.00,0.00,0.07,179,255,1.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,tcp,http,SF
0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0.00,0.00,0.00,0.00,0.33,0.22,0.00,255,20,0.08,0.01,0.08,0.00,0.00,0.00,0.00,0.00,icmp,urp_i,SF
12,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,247,0.97,0.01,0.01,0.00,0.00,0.00,0.00,0.00,udp,private,SF
0,218,483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,19,0.00,0.00,0.00,0.00,1.00,0.00,0.16,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,tcp,http,SF
0,201,2441,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.00,0.00,0.11,0.11,1.00,0.00,0.00,9,255,1.00,0.00,0.11,0.04,0.00,0.01,0.11,0.00,tcp,http,SF
0,170,6989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,12,255,1.00,0.00,0.08,0.01,0.08,0.00,0.00,0.00,tcp,http,SF
0,156,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,166,255,1.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,tcp,http,SF
0,237,11271,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3,255,1.00,0.00,0.33,0.05,0.00,0.00,0.00,0.00,tcp,http,SF
0,182,11960,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,tcp,http,SF
0,234,433,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3,255,1.00,0.00,0.33,0.07,0.33,0.01,0.00,0.00,tcp,http,SF
0,0,13246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.17,0.17,0.00,0.00,1.00,0.00,0.00,6,255,1.00,0.00,0.17,0.04,0.17,0.01,0.00,0.00,tcp,http,SF
0,213,302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,23,0.00,0.00,0.00,0.00,1.00,0.00,0.13,70,255,1.00,0.00,0.01,0.03,0.00,0.00,0.00,0.00,tcp,http,SF
0,330,6010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0.00,0.00,0.00,0.00,1.00,0.00,0.00,20,255,1.00,0.00,0.05,0.05,0.00,0.01,0.00,0.00,tcp,http,SF
0,43,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,164,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,udp,domain_u,SF
0,215,413,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0.00,0.00,0.00,0.00,1.00,0.00,0.50,1,254,1.00,0.00,1.00,0.04,0.00,0.00,0.00,0.00,tcp,http,SF
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,2,0.67,0.50,0.33,0.50,0.01,0.40,0.00,255,2,0.01,0.28,0.71,0.00,0.47,0.50,0.24,0.50,tcp,private,RSTOS0
